Fecha,Precipitacion
01/01/61,NA
02/01/61,NA
03/01/61,NA
04/01/61,NA
05/01/61,NA
06/01/61,NA
07/01/61,NA
08/01/61,NA
09/01/61,NA
10/01/61,NA
11/01/61,NA
12/01/61,NA
13/01/61,NA
14/01/61,NA
15/01/61,NA
16/01/61,NA
17/01/61,NA
18/01/61,NA
19/01/61,NA
20/01/61,NA
21/01/61,NA
22/01/61,NA
23/01/61,NA
24/01/61,NA
25/01/61,NA
26/01/61,NA
27/01/61,NA
28/01/61,NA
29/01/61,NA
30/01/61,NA
31/01/61,NA
01/02/61,NA
02/02/61,NA
03/02/61,NA
04/02/61,NA
05/02/61,NA
06/02/61,NA
07/02/61,NA
08/02/61,NA
09/02/61,NA
10/02/61,NA
11/02/61,NA
12/02/61,NA
13/02/61,NA
14/02/61,NA
15/02/61,NA
16/02/61,NA
17/02/61,NA
18/02/61,NA
19/02/61,NA
20/02/61,NA
21/02/61,NA
22/02/61,NA
23/02/61,NA
24/02/61,NA
25/02/61,NA
26/02/61,NA
27/02/61,NA
28/02/61,NA
01/03/61,NA
02/03/61,NA
03/03/61,NA
04/03/61,NA
05/03/61,NA
06/03/61,NA
07/03/61,NA
08/03/61,NA
09/03/61,NA
10/03/61,NA
11/03/61,NA
12/03/61,NA
13/03/61,NA
14/03/61,NA
15/03/61,NA
16/03/61,NA
17/03/61,NA
18/03/61,NA
19/03/61,NA
20/03/61,NA
21/03/61,NA
22/03/61,NA
23/03/61,NA
24/03/61,NA
25/03/61,NA
26/03/61,NA
27/03/61,NA
28/03/61,NA
29/03/61,NA
30/03/61,NA
31/03/61,NA
01/04/61,NA
02/04/61,NA
03/04/61,NA
04/04/61,NA
05/04/61,NA
06/04/61,NA
07/04/61,NA
08/04/61,NA
09/04/61,NA
10/04/61,NA
11/04/61,NA
12/04/61,NA
13/04/61,NA
14/04/61,NA
15/04/61,NA
16/04/61,NA
17/04/61,NA
18/04/61,NA
19/04/61,NA
20/04/61,NA
21/04/61,NA
22/04/61,NA
23/04/61,NA
24/04/61,NA
25/04/61,NA
26/04/61,NA
27/04/61,NA
28/04/61,NA
29/04/61,NA
30/04/61,NA
01/05/61,NA
02/05/61,NA
03/05/61,NA
04/05/61,NA
05/05/61,NA
06/05/61,NA
07/05/61,NA
08/05/61,NA
09/05/61,NA
10/05/61,NA
11/05/61,NA
12/05/61,NA
13/05/61,NA
14/05/61,NA
15/05/61,NA
16/05/61,NA
17/05/61,NA
18/05/61,NA
19/05/61,NA
20/05/61,NA
21/05/61,NA
22/05/61,NA
23/05/61,NA
24/05/61,NA
25/05/61,NA
26/05/61,NA
27/05/61,NA
28/05/61,NA
29/05/61,NA
30/05/61,NA
31/05/61,NA
01/06/61,NA
02/06/61,NA
03/06/61,NA
04/06/61,NA
05/06/61,NA
06/06/61,NA
07/06/61,NA
08/06/61,NA
09/06/61,NA
10/06/61,NA
11/06/61,NA
12/06/61,NA
13/06/61,NA
14/06/61,NA
15/06/61,NA
16/06/61,NA
17/06/61,NA
18/06/61,NA
19/06/61,NA
20/06/61,NA
21/06/61,NA
22/06/61,NA
23/06/61,NA
24/06/61,NA
25/06/61,NA
26/06/61,NA
27/06/61,NA
28/06/61,NA
29/06/61,NA
30/06/61,NA
01/07/61,NA
02/07/61,NA
03/07/61,NA
04/07/61,NA
05/07/61,NA
06/07/61,NA
07/07/61,NA
08/07/61,NA
09/07/61,NA
10/07/61,NA
11/07/61,NA
12/07/61,NA
13/07/61,NA
14/07/61,NA
15/07/61,NA
16/07/61,NA
17/07/61,NA
18/07/61,NA
19/07/61,NA
20/07/61,NA
21/07/61,NA
22/07/61,NA
23/07/61,NA
24/07/61,NA
25/07/61,NA
26/07/61,NA
27/07/61,NA
28/07/61,NA
29/07/61,NA
30/07/61,NA
31/07/61,NA
01/08/61,NA
02/08/61,NA
03/08/61,NA
04/08/61,NA
05/08/61,NA
06/08/61,NA
07/08/61,NA
08/08/61,NA
09/08/61,NA
10/08/61,NA
11/08/61,NA
12/08/61,NA
13/08/61,NA
14/08/61,NA
15/08/61,NA
16/08/61,NA
17/08/61,NA
18/08/61,NA
19/08/61,NA
20/08/61,NA
21/08/61,NA
22/08/61,NA
23/08/61,NA
24/08/61,NA
25/08/61,NA
26/08/61,NA
27/08/61,NA
28/08/61,NA
29/08/61,NA
30/08/61,NA
31/08/61,NA
01/09/61,NA
02/09/61,NA
03/09/61,NA
04/09/61,NA
05/09/61,NA
06/09/61,NA
07/09/61,NA
08/09/61,NA
09/09/61,NA
10/09/61,NA
11/09/61,NA
12/09/61,NA
13/09/61,NA
14/09/61,NA
15/09/61,NA
16/09/61,NA
17/09/61,NA
18/09/61,NA
19/09/61,NA
20/09/61,NA
21/09/61,NA
22/09/61,NA
23/09/61,NA
24/09/61,NA
25/09/61,NA
26/09/61,NA
27/09/61,NA
28/09/61,NA
29/09/61,NA
30/09/61,NA
01/10/61,0
02/10/61,6.4
03/10/61,0
04/10/61,0
05/10/61,0
06/10/61,0.7
07/10/61,6.3
08/10/61,2
09/10/61,0
10/10/61,0
11/10/61,0
12/10/61,0
13/10/61,0
14/10/61,0
15/10/61,0
16/10/61,0
17/10/61,0
18/10/61,0
19/10/61,0
20/10/61,0
21/10/61,0
22/10/61,0
23/10/61,0
24/10/61,0
25/10/61,0
26/10/61,0
27/10/61,0
28/10/61,0
29/10/61,0
30/10/61,0
31/10/61,0
01/11/61,0
02/11/61,0
03/11/61,0
04/11/61,0
05/11/61,0
06/11/61,0
07/11/61,0
08/11/61,0.6
09/11/61,0
10/11/61,0
11/11/61,0
12/11/61,0.5
13/11/61,0
14/11/61,0.5
15/11/61,0
16/11/61,0
17/11/61,0
18/11/61,0
19/11/61,0.6
20/11/61,0
21/11/61,0
22/11/61,0.5
23/11/61,0
24/11/61,0
25/11/61,0
26/11/61,0
27/11/61,0
28/11/61,0
29/11/61,0
30/11/61,0
01/12/61,0
02/12/61,0
03/12/61,0
04/12/61,0
05/12/61,0
06/12/61,0
07/12/61,0
08/12/61,0
09/12/61,0
10/12/61,0
11/12/61,0
12/12/61,0
13/12/61,0
14/12/61,0
15/12/61,0
16/12/61,0
17/12/61,0
18/12/61,0
19/12/61,0
20/12/61,5.5
21/12/61,0.3
22/12/61,0
23/12/61,0
24/12/61,0
25/12/61,0
26/12/61,0
27/12/61,0
28/12/61,0
29/12/61,0
30/12/61,0
31/12/61,0
01/01/62,0
02/01/62,0
03/01/62,0
04/01/62,0
05/01/62,0
06/01/62,0
07/01/62,0
08/01/62,0
09/01/62,0
10/01/62,0
11/01/62,0
12/01/62,0
13/01/62,0
14/01/62,0
15/01/62,0
16/01/62,0
17/01/62,0
18/01/62,0
19/01/62,0
20/01/62,0
21/01/62,0
22/01/62,0
23/01/62,0
24/01/62,0
25/01/62,0
26/01/62,0
27/01/62,0
28/01/62,0
29/01/62,0
30/01/62,0
31/01/62,0
01/02/62,0
02/02/62,0
03/02/62,0
04/02/62,0
05/02/62,0
06/02/62,0
07/02/62,0
08/02/62,0
09/02/62,0
10/02/62,0
11/02/62,0
12/02/62,0
13/02/62,0
14/02/62,0
15/02/62,0
16/02/62,0
17/02/62,0
18/02/62,0
19/02/62,0
20/02/62,0
21/02/62,0
22/02/62,0
23/02/62,0
24/02/62,0
25/02/62,0
26/02/62,0
27/02/62,0
28/02/62,0
01/03/62,0
02/03/62,0
03/03/62,0
04/03/62,0
